"Participant","ParticipantGender","ParticipantAge","InterviewTime","Noun","Age","Gender","Education","Group","ItemType","GramGender","Item","Sentence"
132,"female",19,630.44,"sacha",4,1,4,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
135,"female",20,1442.58,"sacha",3,1,6,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
136,"female",19,534.27,"sacha",6,4,6,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
139,"male",23,795.22,"sacha",3,5,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
140,"female",22,514.01,"sacha",5,1,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
141,"male",31,585.42,"sacha",5,1,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
144,"N/A",20,1591.58,"sacha",3,4,6,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
155,"female",22,675.05,"sacha",2,4,7,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
158,"female",19,1043.45,"sacha",3,2,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
159,"female",26,969.38,"sacha",2,6,7,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
160,"female",47,638.58,"sacha",3,2,7,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
163,"N/A",24,802.71,"sacha",3,1,3,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
164,"male",30,522.55,"sacha",2,1,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
165,"male",20,568.21,"sacha",2,1,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
166,"female",28,560.04,"sacha",2,6,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
167,"female",20,462.24,"sacha",2,4,6,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
170,"male",27,529.78,"sacha",2,1,4,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
171,"female",22,1200.34,"sacha",4,4,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
172,"female",20,519.07,"sacha",2,1,6,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
173,"male",21,526.34,"sacha",5,2,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
174,"female",23,439.01,"sacha",3,1,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
177,"female",18,473.81,"sacha",3,2,6,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
181,"female",18,619.1,"sacha",3,1,3,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
182,"male",55,1613.7,"sacha",4,4,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
183,"female",24,1259.74,"sacha",3,3,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
186,"female",23,2102,"sacha",4,7,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
187,"female",29,712.5,"sacha",4,4,4,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
191,"female",24,487.47,"sacha",3,3,6,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
193,"male",25,634.36,"sacha",4,3,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
197,"female",24,1036.88,"sacha",3,2,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
199,"female",22,1516.25,"sacha",4,4,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
200,"male",23,874.29,"sacha",3,4,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
201,"female",22,759.54,"sacha",3,4,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
202,"female",23,1016.53,"sacha",3,4,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
206,"male",19,1317.81,"sacha",3,2,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
209,"female",22,743.66,"sacha",3,1,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
210,"female",20,705.69,"sacha",2,4,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
213,"male",24,561.54,"sacha",3,5,6,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
214,"female",20,708.44,"sacha",2,7,4,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
215,"female",21,837.06,"sacha",3,2,5,"2","filler","","Sacha","Sacha revient de la bibliothèque. "
101,"female",34,793.29,"alex",3,2,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
109,"male",20,711.35,"alex",2,1,3,"2","filler","","Alex","Alex part en randonnée tout le week-end."
111,"female",18,790.93,"alex",2,2,5,"2","filler","","Alex","Alex part en randonnée tout le week-end."
112,"male",19,511.99,"alex",3,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
114,"female",18,3516.96,"alex",3,4,5,"2","filler","","Alex","Alex part en randonnée tout le week-end."
122,"female",20,461.62,"alex",6,1,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
125,"female",18,1084.23,"alex",3,3,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
126,"male",18,809.69,"alex",3,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
130,"male",21,973.42,"alex",3,1,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
131,"female",20,691.38,"alex",2,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
132,"female",19,630.44,"alex",3,1,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
135,"female",20,1442.58,"alex",3,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
136,"female",19,534.27,"alex",5,4,5,"2","filler","","Alex","Alex part en randonnée tout le week-end."
139,"male",23,795.22,"alex",2,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
140,"female",22,514.01,"alex",6,1,7,"2","filler","","Alex","Alex part en randonnée tout le week-end."
141,"male",31,585.42,"alex",4,1,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
144,"N/A",20,1591.58,"alex",3,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
155,"female",22,675.05,"alex",2,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
158,"female",19,1043.45,"alex",3,3,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
159,"female",26,969.38,"alex",3,5,6,"2","filler","","Alex","Alex part en randonnée tout le week-end."
160,"female",47,638.58,"alex",4,2,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
163,"N/A",24,802.71,"alex",3,1,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
164,"male",30,522.55,"alex",3,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
165,"male",20,568.21,"alex",4,1,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
166,"female",28,560.04,"alex",2,2,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
167,"female",20,462.24,"alex",4,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
170,"male",27,529.78,"alex",3,1,5,"2","filler","","Alex","Alex part en randonnée tout le week-end."
171,"female",22,1200.34,"alex",5,4,5,"2","filler","","Alex","Alex part en randonnée tout le week-end."
172,"female",20,519.07,"alex",3,1,5,"2","filler","","Alex","Alex part en randonnée tout le week-end."
173,"male",21,526.34,"alex",4,3,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
174,"female",23,439.01,"alex",2,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
177,"female",18,473.81,"alex",4,4,6,"2","filler","","Alex","Alex part en randonnée tout le week-end."
181,"female",18,619.1,"alex",3,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
182,"male",55,1613.7,"alex",4,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
183,"female",24,1259.74,"alex",3,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
186,"female",23,2102,"alex",4,2,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
187,"female",29,712.5,"alex",4,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
191,"female",24,487.47,"alex",2,1,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
193,"male",25,634.36,"alex",3,1,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
197,"female",24,1036.88,"alex",3,3,5,"2","filler","","Alex","Alex part en randonnée tout le week-end."
199,"female",22,1516.25,"alex",3,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
200,"male",23,874.29,"alex",3,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
201,"female",22,759.54,"alex",4,4,5,"2","filler","","Alex","Alex part en randonnée tout le week-end."
202,"female",23,1016.53,"alex",2,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
206,"male",19,1317.81,"alex",4,3,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
209,"female",22,743.66,"alex",3,3,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
210,"female",20,705.69,"alex",4,4,5,"2","filler","","Alex","Alex part en randonnée tout le week-end."
213,"male",24,561.54,"alex",4,4,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
214,"female",20,708.44,"alex",3,1,5,"2","filler","","Alex","Alex part en randonnée tout le week-end."
215,"female",21,837.06,"alex",3,2,4,"2","filler","","Alex","Alex part en randonnée tout le week-end."
101,"female",34,793.29,"charlie",3,5,3,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
109,"male",20,711.35,"charlie",4,1,5,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
111,"female",18,790.93,"charlie",2,1,2,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
112,"male",19,511.99,"charlie",3,3,2,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
114,"female",18,3516.96,"charlie",4,4,5,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
122,"female",20,461.62,"charlie",3,1,3,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
125,"female",18,1084.23,"charlie",3,1,2,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
126,"male",18,809.69,"charlie",3,3,3,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
130,"male",21,973.42,"charlie",4,1,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
131,"female",20,691.38,"charlie",2,1,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
132,"female",19,630.44,"charlie",1,1,1,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
135,"female",20,1442.58,"charlie",4,4,2,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
136,"female",19,534.27,"charlie",4,4,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
139,"male",23,795.22,"charlie",3,2,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
140,"female",22,514.01,"charlie",4,1,5,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
141,"male",31,585.42,"charlie",2,1,3,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
144,"N/A",20,1591.58,"charlie",4,4,5,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
155,"female",22,675.05,"charlie",3,2,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
158,"female",19,1043.45,"charlie",2,1,1,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
159,"female",26,969.38,"charlie",2,4,2,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
160,"female",47,638.58,"charlie",6,2,3,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
163,"N/A",24,802.71,"charlie",4,1,3,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
164,"male",30,522.55,"charlie",4,4,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
165,"male",20,568.21,"charlie",4,1,3,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
166,"female",28,560.04,"charlie",4,4,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
167,"female",20,462.24,"charlie",2,1,3,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
170,"male",27,529.78,"charlie",5,3,5,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
171,"female",22,1200.34,"charlie",4,4,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
172,"female",20,519.07,"charlie",1,3,1,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
173,"male",21,526.34,"charlie",3,4,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
174,"female",23,439.01,"charlie",3,5,3,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
177,"female",18,473.81,"charlie",2,7,2,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
181,"female",18,619.1,"charlie",3,4,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
182,"male",55,1613.7,"charlie",4,2,3,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
183,"female",24,1259.74,"charlie",5,2,3,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
186,"female",23,2102,"charlie",3,1,3,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
187,"female",29,712.5,"charlie",4,4,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
191,"female",24,487.47,"charlie",3,1,3,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
193,"male",25,634.36,"charlie",4,1,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
197,"female",24,1036.88,"charlie",2,3,2,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
199,"female",22,1516.25,"charlie",5,4,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
200,"male",23,874.29,"charlie",4,3,3,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
201,"female",22,759.54,"charlie",4,4,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
202,"female",23,1016.53,"charlie",3,4,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
206,"male",19,1317.81,"charlie",3,2,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
209,"female",22,743.66,"charlie",3,1,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
210,"female",20,705.69,"charlie",2,2,2,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
213,"male",24,561.54,"charlie",2,5,2,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
214,"female",20,708.44,"charlie",4,1,4,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
215,"female",21,837.06,"charlie",3,3,2,"2","filler","","Charlie","Charlie, tu te trompes toujours. "
101,"female",34,793.29,"dany",4,1,2,"2","filler","","Dany","Dany vient d’acheter une maison."
109,"male",20,711.35,"dany",4,1,4,"2","filler","","Dany","Dany vient d’acheter une maison."
111,"female",18,790.93,"dany",3,2,4,"2","filler","","Dany","Dany vient d’acheter une maison."
112,"male",19,511.99,"dany",5,1,5,"2","filler","","Dany","Dany vient d’acheter une maison."
114,"female",18,3516.96,"dany",4,4,4,"2","filler","","Dany","Dany vient d’acheter une maison."
122,"female",20,461.62,"dany",6,3,6,"2","filler","","Dany","Dany vient d’acheter une maison."
125,"female",18,1084.23,"dany",4,1,5,"2","filler","","Dany","Dany vient d’acheter une maison."
126,"male",18,809.69,"dany",4,2,4,"2","filler","","Dany","Dany vient d’acheter une maison."
130,"male",21,973.42,"dany",6,1,4,"2","filler","","Dany","Dany vient d’acheter une maison."
131,"female",20,691.38,"dany",2,3,4,"2","filler","","Dany","Dany vient d’acheter une maison."
132,"female",19,630.44,"dany",3,1,5,"2","filler","","Dany","Dany vient d’acheter une maison."
135,"female",20,1442.58,"dany",4,4,5,"2","filler","","Dany","Dany vient d’acheter une maison."
136,"female",19,534.27,"dany",5,4,4,"2","filler","","Dany","Dany vient d’acheter une maison."
139,"male",23,795.22,"dany",4,1,4,"2","filler","","Dany","Dany vient d’acheter une maison."
140,"female",22,514.01,"dany",7,4,7,"2","filler","","Dany","Dany vient d’acheter une maison."
141,"male",31,585.42,"dany",5,3,4,"2","filler","","Dany","Dany vient d’acheter une maison."
144,"N/A",20,1591.58,"dany",4,3,5,"2","filler","","Dany","Dany vient d’acheter une maison."
155,"female",22,675.05,"dany",3,3,5,"2","filler","","Dany","Dany vient d’acheter une maison."
158,"female",19,1043.45,"dany",4,4,5,"2","filler","","Dany","Dany vient d’acheter une maison."
159,"female",26,969.38,"dany",3,5,5,"2","filler","","Dany","Dany vient d’acheter une maison."
160,"female",47,638.58,"dany",4,1,6,"2","filler","","Dany","Dany vient d’acheter une maison."
163,"N/A",24,802.71,"dany",4,1,4,"2","filler","","Dany","Dany vient d’acheter une maison."
164,"male",30,522.55,"dany",5,4,4,"2","filler","","Dany","Dany vient d’acheter une maison."
165,"male",20,568.21,"dany",4,1,5,"2","filler","","Dany","Dany vient d’acheter une maison."
166,"female",28,560.04,"dany",5,2,4,"2","filler","","Dany","Dany vient d’acheter une maison."
167,"female",20,462.24,"dany",3,2,5,"2","filler","","Dany","Dany vient d’acheter une maison."
170,"male",27,529.78,"dany",5,1,5,"2","filler","","Dany","Dany vient d’acheter une maison."
171,"female",22,1200.34,"dany",5,1,5,"2","filler","","Dany","Dany vient d’acheter une maison."
172,"female",20,519.07,"dany",6,7,3,"2","filler","","Dany","Dany vient d’acheter une maison."
173,"male",21,526.34,"dany",5,4,4,"2","filler","","Dany","Dany vient d’acheter une maison."
174,"female",23,439.01,"dany",4,1,5,"2","filler","","Dany","Dany vient d’acheter une maison."
177,"female",18,473.81,"dany",5,1,6,"2","filler","","Dany","Dany vient d’acheter une maison."
181,"female",18,619.1,"dany",5,1,5,"2","filler","","Dany","Dany vient d’acheter une maison."
182,"male",55,1613.7,"dany",5,3,4,"2","filler","","Dany","Dany vient d’acheter une maison."
183,"female",24,1259.74,"dany",4,3,5,"2","filler","","Dany","Dany vient d’acheter une maison."
186,"female",23,2102,"dany",5,1,6,"2","filler","","Dany","Dany vient d’acheter une maison."
187,"female",29,712.5,"dany",5,4,4,"2","filler","","Dany","Dany vient d’acheter une maison."
191,"female",24,487.47,"dany",4,1,5,"2","filler","","Dany","Dany vient d’acheter une maison."
193,"male",25,634.36,"dany",5,4,4,"2","filler","","Dany","Dany vient d’acheter une maison."
197,"female",24,1036.88,"dany",4,3,5,"2","filler","","Dany","Dany vient d’acheter une maison."
199,"female",22,1516.25,"dany",3,4,3,"2","filler","","Dany","Dany vient d’acheter une maison."
200,"male",23,874.29,"dany",2,1,1,"2","filler","","Dany","Dany vient d’acheter une maison."
201,"female",22,759.54,"dany",5,1,5,"2","filler","","Dany","Dany vient d’acheter une maison."
202,"female",23,1016.53,"dany",4,4,5,"2","filler","","Dany","Dany vient d’acheter une maison."
206,"male",19,1317.81,"dany",5,4,4,"2","filler","","Dany","Dany vient d’acheter une maison."
209,"female",22,743.66,"dany",3,4,5,"2","filler","","Dany","Dany vient d’acheter une maison."
210,"female",20,705.69,"dany",5,1,6,"2","filler","","Dany","Dany vient d’acheter une maison."
213,"male",24,561.54,"dany",5,2,4,"2","filler","","Dany","Dany vient d’acheter une maison."
214,"female",20,708.44,"dany",4,1,5,"2","filler","","Dany","Dany vient d’acheter une maison."
215,"female",21,837.06,"dany",3,2,4,"2","filler","","Dany","Dany vient d’acheter une maison."
101,"female",34,793.29,"sam",3,6,4,"2","filler","","Sam","Sam, essaie de te concentrer."
109,"male",20,711.35,"sam",2,1,3,"2","filler","","Sam","Sam, essaie de te concentrer."
111,"female",18,790.93,"sam",2,2,3,"2","filler","","Sam","Sam, essaie de te concentrer."
112,"male",19,511.99,"sam",2,1,2,"2","filler","","Sam","Sam, essaie de te concentrer."
114,"female",18,3516.96,"sam",5,4,6,"2","filler","","Sam","Sam, essaie de te concentrer."
122,"female",20,461.62,"sam",3,3,4,"2","filler","","Sam","Sam, essaie de te concentrer."
125,"female",18,1084.23,"sam",2,1,2,"2","filler","","Sam","Sam, essaie de te concentrer."
126,"male",18,809.69,"sam",3,4,3,"2","filler","","Sam","Sam, essaie de te concentrer."
130,"male",21,973.42,"sam",3,1,4,"2","filler","","Sam","Sam, essaie de te concentrer."
131,"female",20,691.38,"sam",1,4,3,"2","filler","","Sam","Sam, essaie de te concentrer."
132,"female",19,630.44,"sam",2,1,2,"2","filler","","Sam","Sam, essaie de te concentrer."
135,"female",20,1442.58,"sam",2,4,3,"2","filler","","Sam","Sam, essaie de te concentrer."
136,"female",19,534.27,"sam",5,4,4,"2","filler","","Sam","Sam, essaie de te concentrer."
139,"male",23,795.22,"sam",2,3,3,"2","filler","","Sam","Sam, essaie de te concentrer."
140,"female",22,514.01,"sam",2,2,3,"2","filler","","Sam","Sam, essaie de te concentrer."
141,"male",31,585.42,"sam",3,1,2,"2","filler","","Sam","Sam, essaie de te concentrer."
144,"N/A",20,1591.58,"sam",2,4,3,"2","filler","","Sam","Sam, essaie de te concentrer."
155,"female",22,675.05,"sam",2,4,4,"2","filler","","Sam","Sam, essaie de te concentrer."
158,"female",19,1043.45,"sam",2,4,2,"2","filler","","Sam","Sam, essaie de te concentrer."
159,"female",26,969.38,"sam",1,4,2,"2","filler","","Sam","Sam, essaie de te concentrer."
160,"female",47,638.58,"sam",2,1,4,"2","filler","","Sam","Sam, essaie de te concentrer."
163,"N/A",24,802.71,"sam",3,1,3,"2","filler","","Sam","Sam, essaie de te concentrer."
164,"male",30,522.55,"sam",4,4,4,"2","filler","","Sam","Sam, essaie de te concentrer."
165,"male",20,568.21,"sam",1,1,2,"2","filler","","Sam","Sam, essaie de te concentrer."
166,"female",28,560.04,"sam",2,2,4,"2","filler","","Sam","Sam, essaie de te concentrer."
167,"female",20,462.24,"sam",2,2,4,"2","filler","","Sam","Sam, essaie de te concentrer."
170,"male",27,529.78,"sam",5,1,3,"2","filler","","Sam","Sam, essaie de te concentrer."
171,"female",22,1200.34,"sam",2,3,3,"2","filler","","Sam","Sam, essaie de te concentrer."
172,"female",20,519.07,"sam",1,1,1,"2","filler","","Sam","Sam, essaie de te concentrer."
173,"male",21,526.34,"sam",5,4,5,"2","filler","","Sam","Sam, essaie de te concentrer."
174,"female",23,439.01,"sam",2,1,3,"2","filler","","Sam","Sam, essaie de te concentrer."
177,"female",18,473.81,"sam",3,4,4,"2","filler","","Sam","Sam, essaie de te concentrer."
181,"female",18,619.1,"sam",2,1,3,"2","filler","","Sam","Sam, essaie de te concentrer."
182,"male",55,1613.7,"sam",4,4,4,"2","filler","","Sam","Sam, essaie de te concentrer."
183,"female",24,1259.74,"sam",3,4,5,"2","filler","","Sam","Sam, essaie de te concentrer."
186,"female",23,2102,"sam",1,1,1,"2","filler","","Sam","Sam, essaie de te concentrer."
187,"female",29,712.5,"sam",4,4,4,"2","filler","","Sam","Sam, essaie de te concentrer."
191,"female",24,487.47,"sam",3,4,4,"2","filler","","Sam","Sam, essaie de te concentrer."
193,"male",25,634.36,"sam",3,4,3,"2","filler","","Sam","Sam, essaie de te concentrer."
197,"female",24,1036.88,"sam",2,4,3,"2","filler","","Sam","Sam, essaie de te concentrer."
199,"female",22,1516.25,"sam",5,4,4,"2","filler","","Sam","Sam, essaie de te concentrer."
200,"male",23,874.29,"sam",4,4,4,"2","filler","","Sam","Sam, essaie de te concentrer."
201,"female",22,759.54,"sam",2,1,3,"2","filler","","Sam","Sam, essaie de te concentrer."
202,"female",23,1016.53,"sam",1,1,3,"2","filler","","Sam","Sam, essaie de te concentrer."
206,"male",19,1317.81,"sam",2,3,2,"2","filler","","Sam","Sam, essaie de te concentrer."
209,"female",22,743.66,"sam",2,3,4,"2","filler","","Sam","Sam, essaie de te concentrer."
210,"female",20,705.69,"sam",2,3,2,"2","filler","","Sam","Sam, essaie de te concentrer."
213,"male",24,561.54,"sam",2,3,2,"2","filler","","Sam","Sam, essaie de te concentrer."
214,"female",20,708.44,"sam",3,1,5,"2","filler","","Sam","Sam, essaie de te concentrer."
215,"female",21,837.06,"sam",2,3,2,"2","filler","","Sam","Sam, essaie de te concentrer."
101,"female",34,793.29,"mallory",3,1,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
109,"male",20,711.35,"mallory",5,6,5,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
111,"female",18,790.93,"mallory",2,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
112,"male",19,511.99,"mallory",4,6,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
114,"female",18,3516.96,"mallory",7,4,7,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
122,"female",20,461.62,"mallory",5,7,5,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
125,"female",18,1084.23,"mallory",4,7,5,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
126,"male",18,809.69,"mallory",3,3,3,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
130,"male",21,973.42,"mallory",3,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
131,"female",20,691.38,"mallory",2,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
132,"female",19,630.44,"mallory",4,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
135,"female",20,1442.58,"mallory",2,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
136,"female",19,534.27,"mallory",5,4,5,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
139,"male",23,795.22,"mallory",2,5,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
140,"female",22,514.01,"mallory",4,7,7,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
141,"male",31,585.42,"mallory",3,3,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
144,"N/A",20,1591.58,"mallory",3,4,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
155,"female",22,675.05,"mallory",2,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
158,"female",19,1043.45,"mallory",1,7,1,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
159,"female",26,969.38,"mallory",3,2,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
160,"female",47,638.58,"mallory",3,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
163,"N/A",24,802.71,"mallory",2,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
164,"male",30,522.55,"mallory",2,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
165,"male",20,568.21,"mallory",5,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
166,"female",28,560.04,"mallory",2,2,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
167,"female",20,462.24,"mallory",2,6,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
170,"male",27,529.78,"mallory",3,4,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
171,"female",22,1200.34,"mallory",4,3,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
172,"female",20,519.07,"mallory",4,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
173,"male",21,526.34,"mallory",3,1,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
174,"female",23,439.01,"mallory",2,7,3,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
177,"female",18,473.81,"mallory",3,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
181,"female",18,619.1,"mallory",3,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
182,"male",55,1613.7,"mallory",4,4,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
